caseID,test,criterion,ref_foc
7226,85,3.26,b_focal
7227,55,2.83,a_reference
7228,104,3.1,a_reference
7229,93,2.41,a_reference
7235,145,2.89,b_focal
7237,77,3.25,b_focal
7240,79,3.12,b_focal
7241,86,2.85,b_focal
7243,81,2.39,b_focal
7244,92,1.66,b_focal
7246,84,2.41,a_reference
7247,83,2.76,a_reference
7251,89,4,a_reference
7252,91,3.33,a_reference
7253,112,1,a_reference
7255,84,3.09,a_reference
7258,98,3.62,b_focal
7262,86,3.09,b_focal
7263,86,1.81,b_focal
7264,90,2.24,b_focal
7265,98,2.2,a_reference
7266,92,2.2,a_reference
7268,81,1.74,b_focal
7270,94,2.85,b_focal
7271,89,2.15,a_reference
7273,68,2.54,b_focal
7274,86,1.66,a_reference
7276,75,1.89,a_reference
7277,88,1.36,a_reference
7279,93,3.51,b_focal
7281,78,2.52,b_focal
7285,93,2.97,a_reference
7286,93,2.88,b_focal
7289,109,1.94,a_reference
7290,79,2.7,a_reference
7294,86,2.66,b_focal
7296,104,3.28,b_focal
7299,103,2.67,a_reference
7302,82,3.07,b_focal
7304,85,3.24,b_focal
7306,99,3.44,b_focal
7307,81,2.72,a_reference
7312,88,2.12,a_reference
7314,89,2.75,a_reference
7317,84,2.31,b_focal
7321,79,2.19,b_focal
7322,70,3.28,a_reference
7323,87,2.73,a_reference
7329,89,2.29,b_focal
7330,97,3.01,b_focal
7331,79,2.19,a_reference
7335,76,2.19,a_reference
7336,107,2.92,a_reference
7337,94,2.33,a_reference
7338,86,2.02,a_reference
7341,85,3.07,b_focal
7342,76,2.56,a_reference
7345,82,1.6,a_reference
7348,89,2.96,b_focal
7355,84,2.37,a_reference
7356,84,2.22,a_reference
7357,97,2.98,b_focal
7358,82,2.01,a_reference
7361,74,2.13,a_reference
7364,95,2.57,a_reference
7367,96,3.14,b_focal
7369,80,2.76,a_reference
7370,88,2.7,b_focal
7371,85,3.18,b_focal
7372,86,2.7,a_reference
7374,90,2.66,b_focal
7376,76,1.91,a_reference
7378,81,2.31,b_focal
7380,93,2.72,b_focal
7383,89,2.52,a_reference
7386,87,2.11,a_reference
7388,88,3.47,b_focal
7389,91,2.54,a_reference
7390,85,2.69,b_focal
7391,67,2.35,b_focal
7394,100,2.04,a_reference
7395,94,2.92,b_focal
7396,79,2.11,a_reference
7401,86,1.94,b_focal
7403,89,2.76,a_reference
7404,75,2.53,b_focal
7407,76,1.64,b_focal
7408,88,2.86,b_focal
7410,58,1.82,b_focal
7411,67,2.8,b_focal
7412,85,2.74,a_reference
7415,89,2.16,a_reference
7419,78,3.07,b_focal
7421,114,2.65,a_reference
7429,93,2.81,b_focal
7431,106,3.09,a_reference
7432,114,3.6,b_focal
7441,96,1.06,a_reference
7444,91,2.76,b_focal
7446,84,2.55,b_focal
7447,99,3.29,a_reference
7449,66,2.49,a_reference
7452,97,3.73,b_focal
7453,96,1.8,a_reference
7456,87,2.84,b_focal
7458,85,2.42,a_reference
7462,79,2.74,a_reference
7467,86,3.12,b_focal
7468,89,3.43,b_focal
7469,94,2.22,b_focal
7470,93,3.27,b_focal
7471,72,2.99,a_reference
7475,76,2.52,a_reference
7477,91,2.52,b_focal
7479,91,2.86,b_focal
7480,92,2.56,b_focal
7484,78,2.88,a_reference
7488,76,2.54,a_reference
7489,84,3.23,b_focal
7490,85,3.38,a_reference
7491,89,3.65,b_focal
7493,80,3.36,b_focal
7494,55,2.8,b_focal
7497,103,3.65,a_reference
7499,89,2.63,b_focal
7503,87,2.7,a_reference
7504,75,2.58,b_focal
7507,94,2.54,a_reference
7508,73,2.25,b_focal
7509,87,2.94,b_focal
7510,87,2.57,a_reference
7511,121,3,b_focal
7512,91,3.01,b_focal
7513,97,2.56,b_focal
7514,73,2.71,b_focal
7515,85,2.98,a_reference
7516,113,3.11,a_reference
7518,77,3.16,a_reference
7520,111,3.92,b_focal
7521,98,3.23,b_focal
7522,86,2.82,a_reference
7533,83,3.01,b_focal
7534,83,3.46,b_focal
7537,81,3.03,a_reference
7538,108,2.9,a_reference
7539,94,2.82,b_focal
7541,83,3.52,b_focal
7542,92,2.14,a_reference
7544,82,2.24,a_reference
7546,98,2.76,b_focal
7547,86,2.74,a_reference
7550,119,2.83,a_reference
7551,76,2.3,b_focal
7554,88,2.04,a_reference
7558,76,2.51,a_reference
7559,92,3.09,b_focal
7564,105,1.3,a_reference
7567,102,2.94,a_reference
7572,67,1.76,a_reference
7573,55,1.69,a_reference
7574,88,2.98,b_focal
7575,101,3.04,b_focal
7583,79,2.33,a_reference
7591,93,3.49,b_focal
7598,70,2.47,b_focal
7600,96,2.43,a_reference
7601,99,3.72,b_focal
7610,91,1.89,b_focal
7615,96,2.6,a_reference
7631,81,2.46,a_reference
7635,99,2.69,b_focal
7637,104,3.17,b_focal
7639,91,2.95,b_focal
7640,81,2.24,a_reference
7643,92,2.9,a_reference
7645,83,2.69,a_reference
7646,85,2.71,b_focal
7647,90,3.35,b_focal
7648,64,2.68,a_reference
7649,64,2.53,a_reference
7650,86,3.04,b_focal
7651,108,3.24,a_reference
7653,95,2.71,b_focal
7658,88,2.92,a_reference
7664,88,2.23,a_reference
7665,77,2.97,b_focal
7668,81,1.61,b_focal
7670,72,2.66,a_reference
7671,78,3.1,b_focal
7672,96,1.15,a_reference
7673,61,3.07,a_reference
7674,87,1.62,a_reference
7677,71,2.28,a_reference
7682,87,2.54,b_focal
7686,104,3.92,b_focal
7687,86,3.36,b_focal
7688,85,3.14,b_focal
7689,91,3.12,b_focal
7690,93,3.37,b_focal
7693,92,2.42,a_reference
7695,88,2.59,b_focal
7699,89,2.81,a_reference
7703,95,3.36,a_reference
7704,98,1.9,a_reference
7705,102,2.92,b_focal
7727,81,2.29,a_reference
7729,74,2.88,a_reference
7730,73,3.63,b_focal
7731,90,2.76,a_reference
7732,87,2.88,b_focal
7736,81,2.97,b_focal
7740,74,3.13,b_focal
7741,92,3.03,b_focal
7746,86,2.08,a_reference
7747,83,2.8,a_reference
7749,63,2.41,a_reference
7751,90,2.78,a_reference
7752,92,2.47,a_reference
7753,80,3,a_reference
7756,86,3.32,b_focal
7757,86,3.07,a_reference
7764,89,3.22,b_focal
7766,93,3.2,b_focal
7769,76,2.85,b_focal
7771,94,2.9,a_reference
7777,73,2.97,b_focal
7778,93,3.11,a_reference
7779,99,3.11,a_reference
7782,95,3.64,b_focal
7784,90,3.13,a_reference
7787,86,2.81,b_focal
7788,69,2.48,a_reference
7791,79,2.45,a_reference
7792,126,3.4,b_focal
7793,118,3.53,b_focal
7794,88,3.12,b_focal
7796,64,2.8,a_reference
7798,83,3.02,b_focal
7799,89,2.96,a_reference
7801,89,3.18,b_focal
7803,100,3.13,a_reference
7804,81,3.12,b_focal
7805,84,3.16,a_reference
7808,73,3.12,a_reference
7811,59,3.34,b_focal
7812,82,1.9,a_reference
7813,96,2.26,b_focal
7820,78,2.03,a_reference
7821,90,2.05,a_reference
7822,96,1,a_reference
7831,84,2.44,a_reference
7832,100,2.71,a_reference
7835,95,2.44,a_reference
7840,86,2.17,b_focal
7841,55,2.18,b_focal
7844,73,3.5,b_focal
7845,88,2.2,a_reference
7854,110,2.59,a_reference
7856,126,3.74,b_focal
7857,97,2.66,b_focal
7866,91,2.55,a_reference
7867,89,2.59,a_reference
7868,91,2.35,b_focal
7871,95,1.99,b_focal
7872,92,2.1,b_focal
7874,95,2.29,b_focal
7878,90,1,b_focal
7882,81,2.73,a_reference
7896,88,1.89,b_focal
7898,93,1.84,a_reference
7906,109,3.49,b_focal
7907,84,2.37,b_focal
7915,110,2.6,a_reference
7923,85,3.09,b_focal
7925,81,1.45,b_focal
7926,86,2.26,b_focal
7927,94,2.47,b_focal
7932,90,3.26,b_focal
7933,81,3.05,a_reference
7935,95,2.56,a_reference
7937,100,2.2,b_focal
7939,87,2.43,b_focal
7942,103,3.38,b_focal
7944,95,2.98,a_reference
7945,92,2.94,b_focal
7948,86,2.03,a_reference
7951,105,3.58,b_focal
7955,71,2.6,a_reference
7956,89,2.61,a_reference
7962,83,2.71,b_focal
7963,92,1.8,a_reference
7964,87,3.01,b_focal
7969,69,2.06,a_reference
7977,85,2.24,b_focal
7979,88,3.38,b_focal
7980,88,2.98,b_focal
7982,73,1.6,a_reference
7983,77,1.68,a_reference
7985,87,2.76,b_focal
7987,91,2.76,b_focal
7988,92,2.87,a_reference
7989,86,2.57,b_focal
7990,99,2.46,a_reference
7996,85,2.38,b_focal
7997,83,2.77,a_reference
7999,84,1.2,b_focal
8004,76,2.7,a_reference
8005,83,2.88,a_reference
8006,85,3.09,b_focal
8008,96,3.39,b_focal
8009,82,3.14,b_focal
8010,87,2.04,b_focal
8011,85,3.56,b_focal
8012,88,3.2,b_focal
8015,89,3.15,a_reference
8016,75,2.97,a_reference
8019,76,3.63,b_focal
8020,86,1.79,b_focal
8021,87,2,b_focal
8024,79,3.33,b_focal
8025,94,3.24,a_reference
8029,72,2.54,a_reference
8031,86,2.56,a_reference
8034,106,2.35,a_reference
8035,83,2.65,a_reference
8036,55,2.3,a_reference
8038,87,2.66,a_reference
8039,84,2.43,b_focal
8041,91,3.2,a_reference
8047,84,2.98,a_reference
8048,85,3.12,b_focal
8049,82,3.1,a_reference
8051,106,3.29,a_reference
8052,83,2.96,a_reference
8056,91,2.88,b_focal
8059,84,2.71,a_reference
8064,90,1.9,b_focal
8071,100,3.1,a_reference
8072,86,2.58,a_reference
8073,84,2.35,a_reference
8075,87,2.21,b_focal
8076,101,1.69,a_reference
8079,89,2.88,b_focal
8083,104,3.31,b_focal
8085,84,2,b_focal
8086,103,3.36,b_focal
8089,83,2.63,b_focal
8091,75,2.25,b_focal
8096,84,2.73,b_focal
8098,98,2.52,b_focal
8099,72,2.9,a_reference
8100,79,3,a_reference
8104,89,2.93,a_reference
8106,87,2.23,b_focal
8107,113,3.48,b_focal
8109,104,2.6,a_reference
8111,98,3.1,b_focal
8112,97,3.25,b_focal
8115,93,3.43,b_focal
8117,111,2.79,b_focal
8119,116,2.67,b_focal
8127,97,2.37,b_focal
8130,101,1,a_reference
8136,87,2.09,a_reference
8140,101,2.64,b_focal
8142,88,1,a_reference
8146,94,2.5,b_focal
8147,86,2.11,b_focal
8152,88,2.59,a_reference
8153,91,2.13,a_reference
8154,72,.85,a_reference
8157,81,2.01,a_reference
8158,72,2.67,a_reference
8159,91,1,a_reference
8161,96,2.19,a_reference
8162,96,1.71,a_reference
8165,84,3.13,a_reference
8166,81,2.18,a_reference
8167,76,2.87,b_focal
8168,83,3.05,a_reference
8171,79,1.84,a_reference
8172,92,2.04,a_reference
8175,70,1.62,b_focal
8176,84,.85,b_focal
8177,94,1.37,a_reference
8183,86,2.25,b_focal
8185,83,2.88,b_focal
8188,89,1.77,b_focal
8189,86,1.97,b_focal
8192,122,3.31,a_reference
8193,90,2.8,a_reference
8195,93,2.85,b_focal
8198,84,2.52,a_reference
8199,90,.78,a_reference
8200,98,3.07,a_reference
8201,107,3.1,b_focal
8202,92,2.6,b_focal
8205,79,3.74,b_focal
8206,70,3.05,a_reference
8209,73,1.52,a_reference
8210,78,3.06,b_focal
8213,92,3.14,a_reference
8214,144,3.72,a_reference
8215,84,3.23,b_focal
8225,90,2.96,b_focal
8226,103,2.95,b_focal
8229,88,2.19,a_reference
8232,68,2.08,b_focal
8233,89,2.68,b_focal
8237,85,2.78,b_focal
8238,86,2.45,a_reference
8247,82,1.74,a_reference
8248,79,2.61,b_focal
8250,120,2.59,a_reference
8251,55,2.69,b_focal
8253,95,2.57,a_reference
8257,81,2.51,b_focal
8258,105,2.29,b_focal
8259,87,2.82,b_focal
8260,89,3.25,a_reference
8262,70,2.85,a_reference
8265,79,2.8,b_focal
8267,113,2.5,a_reference
8268,141,2.88,a_reference
8271,145,3.25,b_focal
8272,145,2.87,b_focal
8273,124,3.37,b_focal
8275,94,2.33,a_reference
8278,144,2.1,a_reference
8281,145,1,b_focal
8285,145,3.16,a_reference
8288,95,3.05,b_focal
8289,95,2.38,b_focal
8292,145,2.95,b_focal
8294,145,2.9,a_reference
8297,110,2.73,b_focal
8298,90,2.74,a_reference
8299,75,2.94,b_focal
8305,83,.15,a_reference
8306,78,2.57,a_reference
8314,88,2.56,b_focal
8317,93,2.19,a_reference
8320,82,2.49,b_focal
8329,98,3.3,b_focal
8330,83,2.88,a_reference
8334,94,3.61,b_focal
8335,101,3.9,b_focal
8336,108,3.82,b_focal
8337,87,2.93,b_focal
8338,89,2.39,a_reference
8341,91,2.37,b_focal
8349,102,2.17,a_reference
8352,69,1.89,a_reference
8353,83,3.17,a_reference
8354,105,3.48,a_reference
8356,84,3.08,b_focal
8362,86,2.5,b_focal
8363,81,2.72,b_focal
8365,93,2.73,b_focal
8369,79,2.22,b_focal
8372,105,2.88,b_focal
8374,103,3.02,b_focal
8375,100,2.07,a_reference
8377,89,2.52,b_focal
8379,91,2.8,a_reference
8385,82,2.73,b_focal
8386,100,3.54,b_focal
8387,70,2.96,a_reference
8388,77,3.54,a_reference
8391,101,2.62,b_focal
8392,94,1.96,b_focal
8396,113,3.31,b_focal
8397,89,2.72,b_focal
8398,87,2.27,a_reference
8399,91,3.13,a_reference
8401,82,2.67,b_focal
8403,83,3.27,b_focal
8404,88,2.81,a_reference
8406,88,2.48,b_focal
8407,68,3.18,a_reference
8414,81,3.41,b_focal
8416,87,2.32,a_reference
8419,87,2.61,a_reference
8420,100,2.2,a_reference
8421,77,1.52,a_reference
8422,89,2.49,b_focal
8423,89,2.76,a_reference
8425,80,2.9,a_reference
8427,86,2.98,b_focal
8428,86,2.51,a_reference
8431,68,1,b_focal
8432,106,3,a_reference
8433,105,3.13,a_reference
8434,86,1.44,a_reference
8435,86,2.56,b_focal
8437,90,2.8,a_reference
8446,89,3.48,a_reference
8447,87,3.42,a_reference
8450,119,3.93,b_focal
8451,107,3.6,b_focal
8454,79,3.03,a_reference
8456,77,3.2,b_focal
8458,91,3.23,b_focal
8459,90,3.04,b_focal
8460,81,2.98,a_reference
8462,105,3.1,a_reference
8463,68,2.88,a_reference
8464,91,2.8,a_reference
8467,104,3.13,b_focal
8472,84,3.09,b_focal
8482,85,2.87,a_reference
8483,79,3.05,a_reference
8487,83,2.54,a_reference
8488,107,3.02,a_reference
8490,87,3.05,b_focal
8491,84,2.62,b_focal
8497,86,3.45,b_focal
8498,106,3.5,b_focal
8499,101,3.26,b_focal
8501,108,2.77,a_reference
8502,97,2.74,b_focal
8503,80,3.35,a_reference
8504,145,3.34,a_reference
8505,87,3.32,b_focal
8507,93,2.72,a_reference
8508,106,3.34,b_focal
8509,55,2.83,b_focal
8510,79,2.02,b_focal
8512,124,3.59,b_focal
8513,98,3.53,b_focal
8514,91,2.97,a_reference
8515,96,2.99,b_focal
8518,89,3.23,a_reference
8521,108,3.01,a_reference
8524,104,3.77,b_focal
8525,80,3.27,b_focal
8526,79,2.87,b_focal
8527,85,3.15,a_reference
8529,101,2.71,a_reference
8531,87,3.2,b_focal
8536,90,2.69,a_reference
8537,77,2.6,a_reference
8538,88,3,a_reference
8539,92,2.98,a_reference
8541,75,3.2,a_reference
8542,83,2.89,a_reference
8544,126,3.81,a_reference
8547,83,2.78,a_reference
8548,99,2.47,a_reference
8549,91,3.25,b_focal
8550,81,3.3,a_reference
8551,91,3.55,a_reference
8552,82,3.21,b_focal
8553,78,2.9,a_reference
8554,95,3.44,a_reference
8555,94,2.83,b_focal
8558,83,2.95,a_reference
8559,92,3.03,a_reference
8560,78,3.03,a_reference
8562,84,3.48,b_focal
8563,87,2.92,a_reference
8564,87,3.13,b_focal
8566,108,3.2,a_reference
8568,93,1.95,a_reference
8572,82,1.4,a_reference
8573,97,3.13,b_focal
8574,81,2.42,a_reference
8575,69,2.13,b_focal
8576,88,2.73,a_reference
8577,85,1.95,b_focal
8579,119,3.48,b_focal
8581,84,3.26,a_reference
8582,80,2.17,b_focal
8583,85,3.01,b_focal
8584,78,1.5,b_focal
8587,86,3.18,a_reference
8588,96,2.35,b_focal
8589,76,3.37,b_focal
8590,109,3.54,b_focal
8591,110,2.72,a_reference
8592,97,2.79,a_reference
8599,99,2.33,a_reference
8601,92,3.07,b_focal
8603,79,3.43,b_focal
8604,61,2.15,a_reference
8605,87,3.28,a_reference
8607,87,2.84,a_reference
8608,92,2.25,b_focal
8609,86,3.6,b_focal
8610,95,3.36,b_focal
8612,98,3.02,a_reference
8613,117,3.37,a_reference
8614,122,3.2,a_reference
8616,83,2.93,b_focal
8617,83,3.35,a_reference
8622,90,3.13,b_focal
8626,73,2.6,b_focal
8627,88,2.4,b_focal
8628,89,3.21,b_focal
8629,92,3.57,b_focal
8630,137,2.57,b_focal
8633,79,3.02,b_focal
8634,86,3.02,b_focal
8638,76,2.92,b_focal
8639,64,2.84,a_reference
8644,125,1.85,b_focal
8646,55,3.78,b_focal
8647,145,3.04,a_reference
8685,103,3.47,b_focal
8689,97,2.17,b_focal
8690,104,2.99,a_reference
8691,87,1.48,a_reference
8692,81,2.49,a_reference
8693,84,2.41,b_focal
8694,71,1.64,a_reference
8695,105,2.97,b_focal
8701,98,2.12,b_focal
8704,94,1.33,a_reference
8705,91,2.18,b_focal
8710,108,2.36,a_reference
8715,80,1.59,b_focal
8716,95,2.22,b_focal
8719,69,1.89,a_reference
8720,75,2.63,b_focal
8722,71,2.1,b_focal
8725,84,2.05,b_focal
8727,86,2.03,b_focal
8730,86,2.32,b_focal
8734,60,2.72,a_reference
8739,63,1.28,a_reference
8752,100,2.42,b_focal
8757,80,2.14,a_reference
8758,111,2.86,a_reference
8760,105,3.95,a_reference
8761,70,3.03,a_reference
8764,109,2.87,a_reference
8765,83,2.69,b_focal
8769,90,3.46,b_focal
8770,89,2.58,a_reference
8772,84,2.11,a_reference
8773,106,3.21,a_reference
8774,97,2.64,b_focal
8775,103,2.27,b_focal
8776,90,1.86,a_reference
8780,84,2.28,b_focal
8784,91,3.58,b_focal
8785,72,1.5,b_focal
8791,100,3.69,b_focal
8794,86,2.31,a_reference
8795,92,2.55,a_reference
8796,105,3.26,b_focal
8801,85,2.48,a_reference
8804,107,2,a_reference
8812,108,3.17,b_focal
8813,92,4,b_focal
8814,98,3.24,b_focal
8815,76,2.38,b_focal
8816,86,2.26,a_reference
8820,95,2.69,a_reference
8821,88,3.31,b_focal
8822,110,2.09,b_focal
8823,79,1.76,a_reference
8827,78,2.44,b_focal
8829,95,3.32,b_focal
8836,83,2.86,a_reference
8837,98,3.59,b_focal
8839,82,2.42,a_reference
8840,104,3.34,b_focal
8841,94,2.06,a_reference
8842,82,1,a_reference
8846,81,2.13,a_reference
8850,105,3.26,b_focal
8852,87,3.11,a_reference
8854,92,2.46,a_reference
8855,95,2.85,a_reference
8860,79,2.93,b_focal
8861,66,2.64,b_focal
8862,82,2.26,a_reference
8867,85,2.19,b_focal
8868,90,2.38,a_reference
8870,93,2.64,b_focal
8874,90,2.7,b_focal
8879,114,3.11,a_reference
8880,100,2.84,a_reference
8881,88,2.6,b_focal
8882,87,3.08,b_focal
8887,105,2.91,b_focal
8889,129,3.97,b_focal
8890,124,2.33,a_reference
8893,113,3.07,a_reference
8895,70,.96,a_reference
8897,121,3.78,b_focal
8899,99,2.89,b_focal
8901,103,2.09,a_reference
8905,89,2.31,b_focal
8907,85,1.79,a_reference
8908,89,2.49,a_reference
8909,98,3.1,a_reference
8911,87,2.78,a_reference
8914,116,2.2,a_reference
8918,107,1.9,a_reference
8919,88,3.63,b_focal
8920,71,2.8,b_focal
8922,87,3.08,b_focal
8925,97,3.65,b_focal
8929,90,1.5,b_focal
8934,91,3.33,a_reference
8939,72,2.87,a_reference
8948,82,1.87,a_reference
8950,91,3.56,b_focal
8953,91,2.86,b_focal
8962,103,2.93,b_focal
8967,74,2.51,a_reference
8971,87,2.45,a_reference
8973,80,3.23,b_focal
8978,106,3.72,a_reference
8979,105,3.16,a_reference
8980,88,2.66,b_focal
8982,102,2.93,a_reference
8985,95,2.29,a_reference
8986,95,3.22,a_reference
8987,98,3.62,b_focal
8994,80,2.55,b_focal
8995,81,2.53,a_reference
8996,89,2.62,a_reference
8998,85,2.38,b_focal
9000,65,2.57,a_reference
9001,75,2.47,b_focal
9002,88,2.53,b_focal
9004,60,2.68,b_focal
9005,73,2.22,a_reference
9007,79,2.05,a_reference
9008,101,3.67,b_focal
9011,89,3.41,b_focal
9012,97,3.76,b_focal
9014,91,1.49,b_focal
9016,82,3.36,b_focal
